record,uuid,date,markers,vboost,hboost,hQC_FINAL,S1,S2,hAGE,hGender,S3r1,S3r2,S3r3,S3r4,S3r5,S3r6,S3r7,S3r8,S3r9,S4r1,S4r2,S4r3,S4r4,S4r5,S4r6,S5,S6r1,S6r2,S6r3,S6r4,S6r5,S6r6,S6r7,S6r8,S6r9,S6r99,S6r100,S6a,S6b,S7r1,S7r2,S7r3,S7r4,S7r5,S7r6,S7r7,S7r8,S7r9,S7r10,S7r11,S7r12,S7r13,S7r14,S7r15,S7r16,S7r99,S7r100,S7a,S8a,hMVPD,h_vMVPD,h_SVOD,S8b,PRIMARY_TV,S9,S10B,hSports,Q1,Q2r1,Q2r2,Q2r3,Q2r4,Q2r5,Q2r6,Q3r1,Q3r2,Q3r3,Q3r4,Q3r5,Q3r6,Q3r7,Q3r8,Q3r9,Q3r10,Q3r11,Q3r12,Q3r13,Q3r14,Q3r15,Q3r16,Q3r17,Q3r18,Q3r19,Q3r20,Q3r21,Q3r22,Q3r23,Q3r24,Q3r25,Q3r26,Q3r27,Q3r28,Q3r29,Q3r30,Q3r31,Q3r32,Q3r33,Q3r34,Q3r35,Q3r36,Q3r37,Q3r38,Q3r39,Q3r40,Q3r41,Q3r42,Q3r43,Q3r44,Q3r45,Q3r46,Q3r47,Q3r48,Q3r49,Q3r50,Q3r51,Q3r52,Q3r53,Q3r54,Q3r55,Q3r56,Q3r57,Q3r58,Q3r59,Q3r60,Q3r61,Q3r62,Q3r63,Q3r64,Q3r65,Q3r66,Q3r67,Q3r68,Q3r69,Q3r70,Q3r71,Q3r99,QC_FLAG_1,Q4,Q5r1,Q5r2,Q5r3,Q5r4,Q5r5,Q5r6,QC_FLAG_2,Q6,Q7,MD_Version,MD_1best,MD_1worst,MD_2best,MD_2worst,MD_3best,MD_3worst,MD_4best,MD_4worst,MD_5best,MD_5worst,MD_6best,MD_6worst,MD_7best,MD_7worst,MD_8best,MD_8worst,MD_9best,MD_9worst,MD_10best,MD_10worst,MD_11best,MD_11worst,MD_12best,MD_12worst,MD_13best,MD_13worst,MD_14best,MD_14worst,MD_15best,MD_15worst,MD_16best,MD_16worst,MD_17best,MD_17worst,MD_18best,MD_18worst,MD_19best,MD_19worst,MD_20best,MD_20worst,MD_Timer,Q8r1,Q8r2,Q8r3,Q8r4,Q8r5,Q8r6,Q8r7,Q8r8,Q10r1,Q10r2,Q12,S10r1,S10r2,S10r3,S10r4,S10r5,S10r6,S10r7,S10r8,S10r9,S10r10,S10r11,S10r12,S10r13,S10r14,S10r15,S10r16,S10r17,S10r18,S10r19,S10r20,S10r21,S10r22,S10r23,S10r24,S10r99,Q13r1,Q13r2,Q13r3,Q13r4,Q13r5,Q13r6,Q13r7,Q13r8,Q13r9,Q13r10,Q13r11,Q13r12,Q13r13,Q13r99,Q13r100,Q14r1,Q14r2,Q14r3,Q14r4,Q14r5,Q14r6,Q14r7,Q14r8,Q14r9,Q14r10,Q14r11,Q14r12,Q14r13,Q14r99,Q14r100,Q15r1,Q15r2,Q15r3,Q15r4,Q15r5,Q15r6,Q15r7,Q15r8,Q15r9,Q15r10,Q15r11,Q15r12,Q15r13,Q15r14,Q15r15,Q15r99,Q16,Q17,Q18r1,Q18r2,Q18r3,Q18r4,Q18r5,QC_FLAG_3,Q19r1,Q19r2,Q20,Q22,Q23,Q24,Q26,vlist,qtime,vos,vbrowser,vmobiledevice,vmobileos,start_date,vdropout,cov_TV_usage,smart_TV,MD_Cluster_3,MD_Cluster_4,MD_Cluster_5
41,61rwfh4bkeyacr2r,06-Sep-23,"qualified,/boost2/genAGE_6,/overall/qual,/boost2_mvpd/MVPD_USERS",3,2,1,67,2,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,60,1,2,1,2,6,1,2,4,2,8,8,9,9,8,8,8,4,4,3,4,4,3,4,4,4,3,3,4,3,4,3,3,2,4,3,3,3,4,4,3,3,4,3,4,4,4,4,3,4,4,2,2,3,3,4,4,4,4,4,4,2,3,3,4,3,3,4,3,4,4,3,3,3,2,3,4,4,4,4,1,3,3,4,3,3,4,4,1,0,8,7,8,10,8,8,4,1,8,5,23,61,23,1,69,13,20,4,24,55,35,54,64,71,66,51,15,18,45,17,50,29,47,65,36,22,12,28,2,60,39,30,35,33,57,70,25,34,49,8,19,4.94,1,5,2,3, ,4, , ,0,1,7,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0, ,0, , ,0, , ,0, , , ,0, , ,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,3,1,6,1,1,5,3,2,6,2,2,1,1,2,3,1,1271.6,12,13,1,1,06-Sep-23, ,1,1, , , 
43,fmzkxbqsfx2krjkk,06-Sep-23,"qualified,/boost2/genAGE_6,/MD_Maxdiff/ver_158,ver_158,/overall/",3,2,0,68,2,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,50,1,2,1,2,6,1,1,1,1,8,8,8,9,7,5,10,1,1,1,1,2,1,1,1,1,1,1,3,1,3,3,1,1,1,2,1,4,1,1,1,1,1,1,4,1,3,3,1,4,3,3,3,3,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,1,5,5,6,7,5,5,4,1,5,5,158,33,18,28,5,29,9,46,65,71,62,57,2,54,66,20,56,14,8,31,16,15,60,34,68,70,40,48,47,25,64,37,50,13,9,21,24,43,10,15,59,24.96,5,1,4,2, , ,3, ,0,1,7,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0, , ,0,0,0,0,0,0, ,0, , ,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,4,5,6,5,5,5,3,2,6,2,4,3,2,2,3,1,2463.93,4,10,5,6,06-Sep-23, ,1,1, , , 
58,x1ea51crgc2vpe67,06-Sep-23,"qualified,/MD_Maxdiff/ver_146,/overall/qual,/gen_pop_samp/genAGE",1,0,0,52,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,100,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,200, ,1,1,1, , ,1,1,1, , , , , , , ,1,1,1,1,2,1,1,1,1,1,2,1,1,4,1,1,3,3,2,2,1,2,1,1,4,1,1,3,3,2,1,1,5,4,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,5,1,1,3,1,1,3,1,1,1,1,1,1,2,2,1,3,1,2,1, , , , , , , , , ,6,146,39,64,68,47,14,70,57,46,48,50,17,37,25,62,29,5,26,42,18,9,59,21,33,13,43,52,19,36,53,48,55,47,61,42,34,8,60,2,19,16,2.69,3,1, ,4, , ,2,5,0,1,7,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0, ,0, , ,0,0, ,0,0, , ,0, , ,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4,3,6,1,1,2,3,2,6,2,2,1,2,2,2,1,28850.31,4,10,5,6,06-Sep-23, ,4,1,3,1,1
64,rvp7chct2zppgu3f,06-Sep-23,"qualified,/overall/qual,/MD_Maxdiff/ver_18,ver_18,/gen_pop_h_vmv",1,0,1,59,2,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,1,0,0,0,0,0,0,1,0,0,0,2, ,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,140,2,1,2,2,12,3,1,3,2,4,4,4,5,5,4,5,3,3,3,1,1,1,3,3,1,1,4,1,3,3,2,3,1,3,1,1,3,3,1,1,1,3,3,2,1,3,3,1,3,1,1,3,1,1,1,1,3,3,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,1,1,3,1,1,1,2,1,5,5,5,5,5,5,5,0,5,5,18,44,51,6,35,61,20,50,48,66,13,54,7,68,25,31,22,14,45,33,30,27,53,26,58,3,47,63,12,6,49,11,64,21,53,31,52,42,38,5,59,7.57,2,1, , , ,5,3,4,0,1,7,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0, , ,0,0,0,0,0, , ,0,0, ,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,4,5,6,2,1,2,3,2,6,2,2,2,2,2,3,1,3172.11,4,10,5,6,06-Sep-23, ,3,1,1,3,3
77,sn3vfab0r3v03r0e,06-Sep-23,"qualified,ver_42,/MD_Maxdiff/ver_42,/overall/qual,/gen_pop_samp/",1,0,1,34,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,90, ,2,2,2,2,3,1,3,2,4,7,6,5,6,5,6,3,3,4,3,3,4,4,3,4,4,3,4,4,4,2,2,4,4,2,4,4,4,4,3,3,4,3,3,3,2,2,4,3,3,2,3,3,3,3,3,2,3,4,4,3,4,3,4,2,2,3,3,4,3,4,3,3,3,3,4,4,3,4,3,4,3,2,4,3,4,3,2,1,3,6,6,6,6,6,3,0,7,6,42,38,47,8,18,30,24,35,29,55,14,7,44,23,64,22,54,26,52,12,2,59,41,62,53,68,6,40,28,21,63,65,60,48,45,5,30,61,32,31,67,4.69,1,5, , , ,2,3,4,1,0,7,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , , , , ,1, , , , , , , , ,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,4,3,6,5,5,5,3,2,6,5,2,4,1,1,1,1,1069.26,12,13,1,1,06-Sep-23, ,2,1,1,2,4
79,80bw3rsphahz2f2j,06-Sep-23,"qualified,/boost2/genAGE_6,/overall/qual,/boost2_mvpd/MVPD_USERS",3,2,0,67,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,1,2,1,1,6,1,1,4,2,10,10,10,10,10,5,5,2,3,4,1,3,1,3,1,1,1,1,1,1,2,1,3,1,1,4,4,1,3,2,5,1,1,1,1,1,4,1,2,2,1,1,2,1,3,5,4,4,2,1,4,3,1,1,1,3,1,2,3,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,5,1,1,1,2,1,7,8,8,9,9,9,4,1,10,5,13,71,53,39,42,1,62,3,46,5,55,52,18,44,31,38,56,30,60,51,11,25,64,24,47,49,28,65,27,20,22,67,58,45,36,68,64,25,47,50,21,6.27, ,4,5,3, ,2, ,1,0,1,7,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0, ,0, , , , , ,0, , , , , , ,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0, ,2,1,5,1,1,3,2,5,1,2,3,2,2,3,1,1399.22,14,10,1,2,06-Sep-23, ,1,0, , , 
86,wsm7ynx00mcnt97e,06-Sep-23,"qualified,/boost2/genAGE_5,/boost2_h_vmvpd/H_MVDP_USERS,/overall",3,2,1,35,2,2,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,6,0,0,0,0,0,0,0,1,0,0,0, , ,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,58,1,2,2,2,19,3,1,3,2,8,8,8,8,8,8,8,4,4,3,4,4,4,4,5,4,5,5,4,5,5,4,4,4,4,5,4,4,5,4,4,4,4,5,5,5,5,5,4,5,5,5,5,4,5,4,4,4,4,5,4,4,5,5,4,5,4,4,4,5,4,5,4,5,4,5,4,4,5,4,4,4,4,4,4,5,4,5,4,0,9,10,10,10,9,10,4,1,10,7,61,54,23,68,71,57,38,28,10,8,44,55,50,33,6,70,21,63,65,7,20,2,45,42,34,12,62,53,1,60,64,66,35,37,51,43,13,54,68,41,34,5.92,5,1,4,2, , , ,3,0,1,3,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , ,1, , , , , ,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0, ,3,5,5,3,3,3,2,5,5,3,1,2,1,2,1,1083.74,14,10,1,2,06-Sep-23, ,1,0, , , 
93,sq1gde8pmssneuhr,06-Sep-23,"qualified,/MD_Maxdiff/ver_70,/overall/qual,ver_70,/gen_pop_samp/",1,0,0,81,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,1, , ,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35, ,2,1,2,2,1,1,1,1,10,10,7,8,7,5,6,1,1,1,1,1,1,1,1,1,1,4,1,3,1,3,1,1,5,3,4,1,5,1,1,4,1,1,1,1,5,1,1,1,1,3,3,5,1,5,1,1,1,1,1,1,1,1,3,1,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,5,2,2,1,5,5,8,10,10,10,4,1,10,10,70,11,42,28,24,52,2,7,68,19,5,36,60,11,6,70,49,31,59,30,65,63,46,38,47,9,67,13,16,15,27,20,44,39,17,33,3,36,41,32,23,5.53, , ,5,3, ,1,2,4,0,1,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0, ,0, , ,0, , ,0,0, , ,0, , ,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0, ,2,6,1,1,1,3,2,6,1,2,2,2,2,3,1,1154.56,4,10,5,6,06-Sep-23, ,2,0,2,4,5
94,w222h7bmc4s9yn8z,06-Sep-23,"qualified,/MD_Maxdiff/ver_190,ver_190,/overall/qual,/gen_pop_sam",1,0,0,64,1,3,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,99,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,25,2,2,2,2,11,3,1,2,2,0,10,10,10,10,10,0,1,5,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,3,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,5,5,5,5,4,1,5,5,190,63,7,28,40,67,27,61,8,32,22,36,62,41,56,2,38,31,65,30,3,11,24,1,9,54,55,29,49,14,26,43,38,23,35,18,47,66,67,33,10,4.06,3,1, ,4,5, , ,2,1,0,7,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , ,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,2,5,6,1,1,1,3,2,6,1,2,1,2,2,1,1,944.96,13,10,5,6,06-Sep-23, ,3,1,3,3,2
102,fz9qvz52m9aara4e,06-Sep-23,"qualified,/MD_Maxdiff/ver_152,/gen_pop_svod/SVOD_ONLY_USERS,/ove",1,0,0,72,2,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0, ,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,38, ,1,1,2, , ,2,1,1, , , , , , , ,2,2,1,2,1,2,2,2,1,2,2,2,3,4,3,2,2,4,4,3,3,3,2,1,3,4,3,2,3,3,4,4,2,2,2,2,3,2,3,2,1,2,1,2,2,2,1,2,1,2,3,3,3,4,2,2,4,2,2,2,2,1,2,3,2,2,2,2,2,4,3,2,1, , , , , , , , , ,7,152,71,9,37,41,32,3,21,22,30,60,39,28,34,7,35,65,69,61,6,1,70,16,15,4,29,8,48,68,14,47,64,42,18,50,13,63,11,41,32,66,3.43,4,3,1, , , ,5,2,1,0,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1, , , ,0, , , ,1, , , , , ,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,3,2,6,1,2,2,3,2,6,2,2,1,2,2,3,1,827.17,13,13,5,6,06-Sep-23, ,4,1,2,4,5
110,vwmgg5chrthugmcb,06-Sep-23,"qualified,/MD_Maxdiff/ver_65,ver_65,/overall/qual,/gen_pop_samp/",1,0,0,70,2,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,5,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,150, ,2,1,2,5,1,1,4,2,9,8,6,8,7,5,5,5,4,5,5,5,3,4,4,5,4,5,4,4,5,4,4,5,5,3,3,3,5,5,2,3,5,3,4,4,3,2,4,5,3,4,5,2,1,3,4,5,4,2,4,3,3,2,4,1,4,4,3,2,5,3,5,3,4,4,5,4,4,4,3,4,5,4,5,5,5,4,2,1,10,9,9,10,8,10,4,1,10,10,65,67,32,70,20,34,48,18,64,1,53,26,47,69,55,2,24,50,27,29,49,33,28,54,48,8,46,13,37,56,23,16,38,71,40,9,51,18,10,66,15,10.93, ,4,1,2, ,3, ,5,1,0,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1, , , , ,1, , ,0, , ,0,0, ,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,4,2,5,2,1,2,3,2,6,2,1,4,2,2,3,1,2173.17,4,10,5,6,06-Sep-23, ,2,1,3,3,3
111,5djz08uwn4wx67dz,06-Sep-23,"qualified,/MD_Maxdiff/ver_127,ver_127,/overall/qual,/gen_pop_h_v",1,0,0,72,2,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,0,0,0,1,0,0,0,0,0,0,0, , ,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,140, ,1,2,2,15,2,2,2,2,8,7,7,6,6,6,8,3,4,3,4,4,3,4,4,3,4,4,4,3,3,3,3,3,5,4,4,5,5,4,3,4,5,3,4,4,4,3,5,5,3,3,3,3,3,2,3,4,3,3,4,3,2,2,5,3,3,5,5,4,3,4,4,3,4,3,5,3,3,3,4,3,2,4,2,4,3,4,2,1,8,9,10,9,9,9,4,1,10,9,127,4,46,8,24,69,25,33,67,30,49,20,50,32,38,26,5,31,60,18,16,28,47,42,58,22,29,19,10,48,44,53,2,62,40,12,25,20,35,33,39,9.52,4,3, ,5, ,2,1, ,0,1,7,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , , , , , , ,0, , , , , , ,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,2,6,1,2,2,3,2,6,1,2,1,1,2,3,1,1781.6,4,10,5,6,06-Sep-23, ,3,1,3,1,1
112,3vphpurfc66sr2n5,06-Sep-23,"qualified,/MD_Maxdiff/ver_193,ver_193,/overall/qual,/gen_pop_sam",1,0,0,69,1,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,99,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,200, ,2,1,2,11,1,2,1,1,10,10,10,10,10,7,5,1,1,1,1,1,1,1,1,1,3,4,1,3,5,5,1,4,4,3,4,4,5,1,1,4,5,4,5,5,5,4,4,4,5,3,5,4,4,4,1,1,1,1,1,1,3,1,5,1,3,3,4,3,5,2,5,4,4,1,1,4,3,4,4,1,2,1,1,5,4,4,2,1,10,10,10,10,10,10,4,1,10,5,193,54,49,28,60,18,2,13,8,31,9,53,66,21,47,63,70,18,35,69,67,29,12,46,32,22,23,11,7,30,62,34,64,52,44,20,24,17,41,54,9,11.81,5, ,3,2, ,4, ,1,1,0,7,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0, ,0,1,0,0,0, , , , , ,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,4,6,1,1,1,3,2,6,1,4,1,2,2,3,1,2054.69,14,10,1,2,06-Sep-23, ,4,1,2,4,5
113,dgc8ynpy4tqnmknw,06-Sep-23,"qualified,/MD_Maxdiff/ver_7,ver_7,/overall/qual,/gen_pop_samp/ge",1,0,0,75,2,3,2,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,63, ,2,1,1,1,1,1,2,2,8,8,5,8,5,5,5,3,2,2,3,2,3,3,3,2,2,3,2,2,3,2,3,2,2,2,2,3,3,2,3,2,3,3,3,3,2,3,2,3,2,2,3,2,2,2,3,3,2,2,2,2,3,2,3,2,2,3,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2,3,2,3,2,3,2,1,9,8,8,8,8,8,4,1,8,6,7,46,60,24,5,29,12,27,47,55,40,50,9,32,25,13,15,45,8,51,66,16,37,48,6,14,49,33,64,4,26,43,65,63,70,22,40,24,2,29,16,7.4,2,5,1, , , ,4,3,0,1,6,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0, ,0, , ,0, , , ,0, , , , , ,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0, ,1,5,1,1,2,3,2,6,1,2,3,2,2,1,1,2008.51,4,10,5,6,06-Sep-23, ,2,0,1,2,4
116,kumece4x20y2bgjb,06-Sep-23,"qualified,/MD_Maxdiff/ver_154,/overall/qual,/gen_pop_samp/genAGE",1,0,0,68,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,7,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,175, ,2,1,1,7,1,1,3,2,7,7,6,6,7,6,5,2,3,2,2,2,2,2,3,3,2,2,3,2,3,2,3,3,3,2,2,2,3,2,2,3,3,2,3,3,3,2,3,3,3,2,3,2,2,2,3,3,3,3,2,2,2,2,2,2,3,2,3,2,3,3,2,3,2,2,3,3,3,2,2,2,3,3,2,2,3,3,2,1,5,6,7,8,7,8,4,1,8,4,154,32,64,71,24,29,44,54,3,67,21,28,1,16,15,9,19,66,20,33,55,65,58,43,47,14,35,2,52,42,53,62,27,25,49,41,19,61,50,54,8,7.39, ,5,3, ,4, ,2,1,0,1,7,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0, , , , ,0, ,0,0,0, , , , , ,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0, ,3,6,1,1,1,3,2,6,1,4,4,2,2,3,1,2386.16,14,10,1,2,06-Sep-23, ,2,0,3,3,3
120,f1w1w648060d6bf5,06-Sep-23,"qualified,ver_120,/overall/qual,/MD_Maxdiff/ver_120,/gen_pop_sam",1,0,0,76,2,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,99,0,0,0,0,0,0,0,0,0,0,1, , ,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,18, ,2,1,2,11,1,1,1,1,9,9,9,9,9,5,9,1,1,1,1,1,1,1,1,1,3,3,1,3,4,3,1,1,2,3,3,3,3,1,1,2,3,1,3,3,3,3,3,3,4,1,3,2,3,2,3,1,1,2,1,1,1,1,3,2,1,3,4,3,4,3,1,2,1,1,1,3,1,3,3,1,1,1,1,3,3,4,2,1,8,8,8,8,8,8,4,1,9,5,120,20,3,57,7,19,59,44,65,22,58,32,60,15,2,53,6,28,1,33,10,39,24,31,68,48,43,11,23,13,5,52,8,62,29,22,9,70,2,32,35,3.88, ,4,5,2, ,1,3, ,0,1,6,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0, , , ,0, , ,0,1, , , , , ,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,2,3,6,1,1,1,3,2,6,2,2,3,2,2,3,1,1075.11,13,10,5,6,06-Sep-23, ,4,1,2,4,5
121,p5ktaz3c3sundsbn,06-Sep-23,"qualified,ver_88,/overall/qual,/gen_pop_samp/genAGE_3,/gen_pop_h",1,0,0,76,1,3,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0, ,0,0,0,0,0,0,0,1,0,0,0, , ,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,110, ,1,2,2,19,2,2,3,2,8,7,8,7,8,8,9,3,3,3,2,3,3,3,3,3,3,4,3,4,5,3,4,3,4,4,3,2,3,4,2,3,3,2,3,3,3,3,3,5,3,1,4,4,3,2,4,3,3,3,4,2,1,1,3,3,3,3,4,4,3,4,3,5,4,3,3,3,3,2,5,3,3,3,2,3,3,3,2,1,8,6,5,6,6,6,4,1,6,7,88,36,24,11,39,30,29,58,45,61,22,1,44,18,46,69,25,23,47,53,68,11,27,1,66,48,14,65,31,17,3,34,35,26,55,21,56,64,6,43,39,10.17,4,2,1, , ,3, ,5,0,1,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0, , ,0, , ,0,1, , , , ,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,4,6,1,2,1,3,2,6,2,2,1,2,2,3,1,1441.38,13,11,5,6,06-Sep-23, ,3,1,3,1,2
